Rank,Top 100,Pick,Name,Pos,Age,Ht,Wt,B,T,School,College Commit,FV,Risk,Report,Video,playerId
"33","","BOS/26","Triston Casas","1B","18.4","6' 4""","238","L","R","American Heritage HS FL","Miami","45","Med","Casas has a long track record of production at showcases and with multiple Team USA clubs, but has been hard to scout this spring as he's a patient, famous hitter that's been pitched around. In the past, this has happened to hitters like Jason Heyward and Braxton Davidson. Casas was a 2019 prospect that reclassified to the 2018 class where he's now of roughly of average age for the class. He's appealed mostly to more analytical teams due to his track record of hitting and the big exit velos he posts, due to his power and fly ball-oriented swing. Casas' cut is designed to tap into his top-of-the-scale raw power and he often does, when he swings.

He plays third base now and has a 55 arm that gets into the low 90's on the mound, but he's limited athletically and laterally, fitting at first base only long-term. Some clubs see Casas' mature approach and see a 6 hit, 6 or 7 power future monster that is the rare high school first baseman worth a first round pick while others see a fringy hitter that sells out for power and beats up on non pro-level pitching. There's enough interest that Casas could go as high as 13 and likely finds a spot in the top 30-35 picks.","900T_ozI7iY",""
"34","","TB/31","Shane McClanahan","LHP","21.1","6' 1""","173","L","L","USF","","45","High","McClanahan was in the mid-80's most of his high school career before, just before the draft, a velo bump into the low 90's put him on scouts' radars. He opted not to sign, then had another velo bump early at USF that eventually led to Tommy John surgery. Scouts were buzzing in the fall and just before the spring, seeing McClanahan up to 100 mph with two above average offspeed pitches, but still questioned if he was a starter or reliever. In his first start of the year, McClanahan dominated North Carolina and the consensus is that he would go in the top 5 picks. Things slowly unraveled from there, missing some starts with an illness or a cut on his finger from cutting a slice of bread, showing well below-average command and inconsistent off-speed pitches in other outings. Last week at the conference tournament in front of tons of heat and 2 GMs, McClanahan barely threw any changeups, many of his breaking balls were below average and his command was well below. There may be some teams that think a change of scenery and coaching may tease out those starter traits again, but most clubs (and us) think he's a reliever whose only consistent positive characteristic has been velocity.","ntk-CU1Bo6A",""
"35","","ARZ/63","Alek Thomas","CF","18.1","5' 11""","175","L","L","Mount Carmel HS IL","TCU","45","Med","Questions about Thomas surround his physicality, or lack thereof, despite a long track record of hitting against elite competition at events around the country. It's rare that a high school hitter from Chicago is so advanced, especially one as young as Thomas, and he runs well enough to project in center field, which makes that lack of power projection on the frame less concerning. He has a strong commitment to TCU but has lots of homes late in round one and we think a deal gets done.","rDKDUUEj59o",""
"36","","BAL/11","Grayson Rodriguez","RHP","18.6","6' 5""","230","L","R","Central Heights HS TX","Texas A&M","45","High","Like Astros prospect Forrest Whitley did a few years ago, Rodriguez looked solid during summer showcases, then remade his body and saw his stuff explode the following spring. After touching 92 last summer, he's been up to 97 this spring and sitting 92-94. Rodrigueez generates this kind of velo with little effort, his pitches come in at a tough angle and he has great feel for a breaking ball. He's less polished than the prep arms ahead of him on this list but has similar pure stuff and could be off the board in the 10-15 range.","XVnKhGydp9Y",""
"37","","CHC/24","Nico Hoerner","2B","21.1","5' 11""","195","R","R","Stanford","","45","Low","Some teams think Hoerner makes it work at shortstop despite non-traditional actions and an awkward-looking throwing motion, others see him as a better fit at either second or, because of his speed, center field. His speed, the type of contact Hoerner generates and his potentially diverse defensive future look similar to DBacks utility man, Chris Owings. He'll likely come off thoe board late in round one or in the comp round.","kb8Od-rn8Zs",""
"38","","CIN/109","Mike Siani","CF","18.9","5' 11""","190","L","R","William Penn Charter HS PA","Virginia","45","Med","Siani is a vocal leader and polished defensive center fielder with an accurate, plus arm. He's had a disappointing spring, from an offensive standpoint, especially as it relates to power and the quality of his BP's. As the draft approaches there's some buzz that his stock may have fallen to the point where he's a signability risk in round two. His contact skills and ability to play center give him a relatively high floor as a prospect, but his lack of power and age have some teams off of him. ","KlYz5jJqWSI",""
"39","","CLE/41","Lenny Torres, Jr.","RHP","17.6","6' 2""","190","R","R","Beacon HS NY","St. John's","45","High","Torres has some mid round one buzz as we approach the draft because, not ony does he throw hard and flash two promising secondaries, but he's also a fresh Northeastern arm and very young for the class. Torres only threw close to 40 innings this spring and his changeup is a welcome sight for bad suburban high school hitters in New York who can't catch his fastball, but it flashed 55 or 60 last summer and is easy to dream on. Teams lower on Torres fear his raw command will be tougher to fix and consider him a relief risk, but his ceiling is on par with the high schoolers mentioned ahead of him here.","oQt2oGijG8Q",""
"40","","CLE/35","Ethan Hankins","RHP","18.0","6' 6""","200","R","R","Forsyth Central HS GA","Vanderbilt","45","High","Hankins was the consensus top prep arm in the class this summer, dominating hitters and peaking with Team USA in the fall. At that point, Hankins was commanding a lively 93-96 mph heater, a new, but already plus slider and at least and average changeup that he didn't need much. He came out of the gates this spring a little rusty then walked off the mound with shoulder tightness tied to a muscle behind the joint. He returned over a month later and has been good down the stretch, peaking at 97 mph in multiple open workouts for scouts after his school was eliminated from the playoffs. He still hasn't shown the promise from the summer, as he's completely lost feel for his slider. He only threw the pitch in games this spring a handful of times and scouts speculated it made his arm hurt, but he threw it in some of the postseason workouts and simply had no feel for the pitch anymore.

The curveball that replaced it is similar to Brady Singer's curveball and is often a 45 or 50, maybe a 55 once a start but not often enough to project it as such. He's healthy, teams are clearing his medical and the arm speed is back, but his frame is now maxed-out and it's unclear where his breaking ball went and if it will come back. He's seen as very signable and the team that takes him will be banking on him returning to form; we've assumed there's a little more slider feel that will be teased out but not the 60 pitch of the summer.","LrEeDHttijE",""
"41","","OAK/70","Jeremy Eierman","3B","21.7","6' 1""","195","R","R","Missouri State","","45","Med","Eierman entered 2018 as a potential top ten pick after he perfomed in front of decision makers who were in to see Jake Burger last year. He displayed all-fields power and a chance to stay at short, especially for a growing amount of teams who are more inclusive about who they consider a viable shortstop because of newer methods of defensive positioning. As a junior, Eierman's approach became very pull-heavy and opinions on his defense have shaded toward third base. He may need to rework how his hands set up, because they're currently very stiff. He has big raw power for a prospect who is likely to play on the infield and some of what plagued him as a junior seems correctable, so his market probably starts toward the back of round one amoung teams smitten with his Trackman readout.","",""
"42","","TOR/88","Adam Kloffenstein","RHP","17.8","6' 5""","220","R","R","Magnolia HS TX","TCU","45","High","Kloffenstein might be in the mid to late first round on some teams' boards. What you think of him depends largely on when you went in to see him as, at times, he's been 88-92 with a delivery scouts don't like and, at others, into the mid-90s with great command and polished secondary stuff. He has size and is young for the class, so if teams who seek those things are also teams who saw Kloffenstein at his best, they might be on him late in the first round. ","",""
"43","","KC/94","Kyle Isbel","RF","21.3","5' 11""","190","L","R","UNLV","","40+","Med","Isbel hit .319 and .290 as a freshman and sophomore, respectively, and then grew into a grade of power in his junior year while maintaining his contact skills and taking advantage of pitchers' newfound hesitancy to attack him in the zone. None of his tools are especially loud, but Isbel does several things fairly well and he has a slight chance to play a passable center field. He's one of the more stable college bats in the second/third round range.","ED60S6KU3Bw",""
"44","","","**Luke Heimlich","LHP","22.3","6' 1""","197","L","L","Oregon State","","40+","Low","Heimlich is a Level 1 sex offender and wouldn't be on our board were we running a draft room. The general consensus around the industry is that a team is going to draft Heimlich, so we're compelled to cover his ability. We have him ranked where we think he fits on the continuum of talent, early in round two, though he probably won't be drafted until much later. Heimlich was projected to go early in round two last year, when he was a junior. Shortly before the draft, The Oregonian reported court documents that showed Heimlich plead guilty to sexually assaulting his niece. Court records showed the victim reported multiple incidents of molestation between 2009 and 2011, when Heimlich was 14-15 years old and the victim was 4-6.

He plead guilty to one count which included a handwritten admission and the the other count was dismissed as part of a plea bargain. After this information surface, Heimlich spent the rest of the spring of 2017 away from Oregon State and went undrafted. He returned for his senior season and has pitched well while, amid intermediate media attention, he and his family (except for the immediate family of the victim) denied he committed the crime and say Heimlich plead guilty so the legal proceedings would end more quickly. This situation is abnormal, there's no precedent for it and it's unclear how a team would go about clearing Heimlich for employment if they wanted to, though ownership would certainly have to be involved.","idxdYoGkws0",""
"45","","KC/40","Kris Bubic","LHP","20.8","6' 3""","220","L","L","Stanford","","40+","Med","A dominant junior year would have had Bubic in the late first round mix but his control backed up, especially late in the year. Though he only throws 87-91, Bubic's fastball plays in the zone as his delivery (which is similar to Clayton Kershaw's) creates tough angle on the pitch. Bubic's best pitch is his changeup and it's most effective when he's gotten ahead of hitters, which he often did not this year. When he's throwing strikes Bubic looks like a solid #4/5 big league starter.","1rpGvmAv8vM",""
"46","","DET/44","Parker Meadows","CF","18.6","6' 4""","195","L","R","Grayson HS GA","Clemson","40+","High","Parker is the young brother of Pirates outfielder Austin Meadows and has some similarities to his brother, but is actually more often compared to Indians center fielder Brad Zimmer. Zimmer and the younger Meadows both have deceptive easy plus speed due to their long frames, a plus arm, plus raw power and the timing issues/long limbs that create contact issues at the plate. Meadows has some track record of hitting over the summer, but some teams this year have been turned off by his rhythmn in the box. There's tons of interest in the 20-40 area and he's already posted big exit velos, so analytical teams are buying into the upside.","",""
"47","","LA/30","J.T. Ginn","RHP","19.0","6' 2""","200","R","R","Brandon HS MS","Mississippi State","40+","High","Ginn has a maxed-out, powerfully built frame, effort to his delivery, command that likely fits best in relief and he's already 19. Those are the minuses that traditionally would send any high school pitcher to college without much of a pro offer. These days, however, velo is king and two power pitches with any idea where they're going could turn into Andrew Miller and be worth a mint, so prep relief types are now acceptable. On the plus side, Ginn may have the best two-pitch combo in the draft and also has a workable changeup. His bulldog mentality is already geared for a relief role, so it will be interesting to see how long the team that signs him uses him anywhere other than the 8th and 9th innings.","25CemXnPAc8",""
"48","","TEX/91","Jonathan Ornelas","SS","18.0","6' 0""","170","R","R","Kellis HS AZ","Tennessee","40+","Med","Ornelas does everything necessary to stay at shortstop pretty easily as his actions and arm strength are fine there and he doesn't project to slow down and move off the position. He made contact against good high school pitching last summer but, this spring, it was louder and more authoritative as his swing has become more whippy and explosive, albeit somewhat long. The offensive bar at shortstop and second base are low, and when combined with confidence that Ornelas is at least going to hit a little bit, his profile looks very favorable. He projects as an everyday middle infielder.","",""
"49","","ARZ/38","Jake McCarthy","CF","20.8","6' 2""","195","L","L","Virginia","","40+","High","McCarthy's older brother Joe was a hyped prospect that slid on draft day due to a down spring stemming from a back issue. Jake missed most of his draft spring with a broken wrist and just returned last week. Multiple scouts told us he looked so rusty he may have been better off sitting out rather than giving teams a bad look just before the draft. At his best, McCarthy shows at least average raw power, plus speed, some feel to hit and a center field profile.

Unforunately, he's barely had a chance to show that this spring and he was used irregularly from Team USA in the summer. Most teams' top scouts only scout players the 12 months of their eligible year, so teams with more history will lean on that to evaluate McCarthy. In addition to this, Virginia has geared his swing for opposite field liners and groundballs, along with having him bunt early in games batting near the top of the lineup. There's likely a swing change needed in pro ball, adding another 'if' to McCarthy's situation.","",""
"50","","TOR/52","Griffin Conine","RF","20.9","6' 1""","195","L","R","Duke","","40+","High","","QeXzF5QTR2U",""
"51","","BOS/64","Nick Decker","RF","18.7","6' 0""","200","L","L","Seneca HS NJ","Maryland","40+","Med","","",""
"52","","CHW/81","Konnor Pilkington","LHP","20.7","6' 3""","228","L","L","Mississippi State","","40+","High","","P5eoXZT5Ox4",""
"53","","SF/45","Sean Hjelle","RHP","21.1","6' 11""","215","R","R","Kentucky","","40+","Med","","NMCpRfnBHDI",""
"54","","COL/42","Grant Lavigne","1B","18.8","6' 4""","230","L","R","Bedford HS NH","Wake Forest","40+","Med","","",""
"55","","PIT/36","Gunnar Hoglund","RHP","18.5","6' 5""","210","L","R","Fivay HS FL","Ole Miss","40+","High","","hPsKzBvxiho",""
"56","","CHW/46","Steele Walker","LF","21.8","5' 11""","190","L","L","Oklahoma","","40+","Med","","",""
"57","","TEX/55","Owen White","RHP","18.8","6' 3""","175","R","R","Carson HS NC","South Carolina","40+","High","","ECsEAbzzCsw",""
"58","","BAL/87","Blaine Knight","RHP","21.9","6' 3""","170","R","R","Arkansas","","40+","Med","","",""
"59","","TB/71","Tanner Dodson","RHP","21.1","6' 1""","170","S","R","Cal","","40+","Med","","a723taF8Ipw",""
"60","","OAK/50","Jameson Hannah","CF","20.8","5' 11""","190","L","L","Dallas Baptist","","40","Low","","",""
"61","","BAL/37","Cadyn Grenier","SS","21.6","5' 10""","185","R","R","Oregon State","","40","Med","","8Q0_6YnDInk",""
"62","","","Max Marusak","CF","18.6","6' 0""","180","R","R","Amarillo HS TX","Texas Tech","40","High","","",""
"63","","ARZ/25","Matt McLain","2B","18.8","5' 10""","175","R","R","Beckman HS CA","UCLA","40","Med","","",""
"64","","HOU/28","Seth Beer","DH","21.7","6' 3""","195","L","R","Clemson","","40","Med","","QgU3Pu8OJ4A",""
"65","","SD/74","Grant Little","2B","21.2","6' 1""","175","R","R","Texas Tech","","40","Low","","8u-ydbS6idI",""
"66","","CLE/103","Richie Palacios","2B","21.1","5' 9""","160","L","R","Towson","","40","Med","","",""
"67","","","Zack Hess","RHP","21.3","6' 6""","216","R","R","LSU","","40","Med","","JXWGo-1M8o0",""
"68","","MIA/69","Will Banfield","C","18.5","6' 1""","200","R","R","Brookwood HS GA","Vanderbilt","40","High","","KI7Z1Rzt2UM",""
"69","","TB/56","Tyler Frank","2B","21.4","6' 0""","185","R","R","Florida Atlantic","","40","Low","","",""
"70","","ATL/112","Tristan Beck","RHP","21.9","6' 4""","190","R","R","Stanford","","40","High","","XrgMm2JffMA",""
"71","","NYY/97","Ryder Green","RF","18.1","6' 2""","195","R","R","Karns HS TN","Vanderbilt","40","High","","",""
"72","","","Kam Guangorena","C","18.6","6' 1""","190","L","R","St. John Bosco HS CA","Fullerton","40","High","","",""
"73","","MIA/53","Osiris Johnson","CF","17.6","6' 1""","185","S","R","Encinal HS CA","Fullerton","40","High","","",""
"74","","","Zach Watson","CF","20.9","6' 0""","166","S","R","LSU","","40","Low","","fi6Tr9JylzY",""
"75","","WSH/161","Gage Canning","CF","21.1","5' 11""","178","L","R","Arizona State","","40","Med","","eGtbuLx_2jg",""
"76","","BOS/100","Durbin Feltman","RHP","21.1","6' 1""","190","R","R","TCU","","40","Med","","l9o5I-rLP60",""
"77","","MIN/59","Ryan Jeffers","C","21.2","6' 4""","225","R","R","UNC Wilmington","","40","Med","","",""
"78","","MIN/154","Cole Sands","RHP","20.9","6' 3""","220","R","R","Florida State","","40","High","","",""
"79","","MIL/60","Joe Gray, Jr.","RF","18.2","6' 3""","195","R","R","Hattiesburg HS MS","Ole Miss","40","High","","6VTdKILdDk4",""
"80","","WSH/65","Tim Cate","LHP","20.7","6' 0""","170","L","L","Connecticut","","40","High","","",""
"81","","CHC/62","Brennen Davis","CF","18.6","6' 4""","175","R","R","Basha HS AZ","Miami","40","High","","6gBtKoXW5Gc",""
"82","","NYM/83","Carlos Cortes","LF","20.9","5' 8""","200","L","S","South Carolina","","40","Low","","Pz1pO6aLZwU",""
"83","","CIN/47","Lyon Richardson","RHP","18.4","6' 2""","185","S","R","Jensen Beach HS FL","Florida","40","High","","A6viDU8LwwU",""
"84","","STL/43","Griffin Roberts","RHP","22.0","6' 3""","215","R","R","Wake Forest","","40","Med","","",""
"85","","CLE/67","Nick Sandlin","RHP","21.4","5' 11""","170","R","R","Southern Mississippi","","40","High","","ZrCL8mY_wUU",""
"86","","STL/123","Stephen Gingery","LHP","20.7","6' 2""","220","R","L","Texas Tech","","40","High","","",""
"87","","ATL/142","Trey Riley","RHP","20.1","6' 2""","180","L","R","Logan JC IA","Missouri State","40","High","","tpwu75XB6II",""
"88","","PHI/107","Colton Eastman","RHP","21.8","6' 3""","185","R","R","Fullerton","","40","Med","","",""
"89","","COL/76","Mitchell Kilkenny","RHP","21.2","6' 3""","205","R","R","Texas A&M","","40","Med","","xegFxXPgBNk",""
"90","","OAK/173","Lawrence Butler","RF","17.9","6' 4""","200","L","R","Westlake HS GA","West Virginia","40","High","","",""
"91","","LAA/93","Aaron Hernandez","RHP","21.5","6' 2""","175","R","R","Texas A&M Corpus Christi","","40","High","","",""
"92","","OAK/85","Hogan Harris","LHP","21.4","6' 3""","230","R","L","Louisiana","","40","High","","",""
"93","","SF/80","Jake Wong","RHS","21.8","6' 1""","210","R","R","Grand Canyon","","40","Med","","",""
"94","","","Chandler Champlain","RHP","18.9","6' 5""","215","R","R","Santa Margarita Catholic HS CA","USC","40","High","","",""
"95","","SEA/90","Cal Raleigh","C","21.5","6' 3""","225","R","R","Florida State","","40","Med","","",""
"96","","NYY/61","Josh Breaux","C","20.7","6' 1""","220","R","R","McLennan JC TX","Arkansas","40","High","","eKBeym1c65Q",""
"97","","","Owen Sharts","RHP","18.5","6' 1""","185","R","R","Simi Valley HS CA","Nevada","40","High","","RKAlOSqGIkI",""
"98","","","Slade Cecconi","RHP","18.9","6' 4""","193","R","R","Trinty Prep HS FL","Miami","40","High","","",""
"99","","STL/153","Nick Dunn","2B","21.3","5' 10""","175","L","R","Maryland","","40","Low","","",""
"100","","NYM/48","Simeon Woods-Richardson","RHP","17.7","6' 3""","210","R","R","Kempner HS TX","Texas","40","High","","",""
"101","","","Jason Bilous","RHP","20.8","6' 2""","190","R","R","Coastal Carolina","","40","High","","",""
"102","","ARZ/159","Matt Mercer","RHP","21.8","6' 1""","185","R","R","Oregon","","40","High","","zttD1tIJuIo",""
"103","","NYM/140","Ryley Gilliam","RHP","21.8","5' 10""","170","R","R","Clemson","","40","Med","","",""
"104","","SEA/238","Joey Gerber","RHP","21.1","6' 4""","215","R","R","Illinois","","40","Med","","",""
"105","","","Brett Hansen","LHP","18.6","6' 4""","190","L","L","Foothill HS CA","Vanderbilt","40","High","","",""
"106","","COL/96","Terrin Vavra","3B","21.1","6' 0""","190","L","R","Minnesota","","40","Med","","",""
"107","","","Adam Hackenberg","C","18.7","6' 2""","225","R","R","Miller School HS VA","Clemson","40","High","","",""
"108","","SD/111","Dylan Coleman","RHP","21.7","6' 6""","215","R","R","Missouri State","","40","High","","jA1AHBlXsqg",""
"109","","","Garrett Wade","LHP","18.8","6' 2""","180","L","L","Hartselle HS AL","Auburn","40","High","","LkJNq_6kTNw",""
"110","","MIN/124","DaShawn Keirsey, Jr.","CF","21.1","6' 2""","195","L","L","Utah","","40","High","","",""
"111","","","Nander De Sedas","SS","18.9","6' 1""","190","S","R","Montverde Academy HS FL","Florida State","40","High","","",""
"112","","HOU/102","Jeremy Pena","SS","20.7","6' 0""","180","R","R","Maine","","40","Med","","YRrhsdBsxBo",""
"113","","LAA/151","WIlliam English","RHP","17.5","6' 3""","185","R","R","Detroit Western Int'l HS MI","Tennessee","40","High","","",""
"114","","PHI/257","Dominic Pipkin","RHP","18.6","6' 4""","170","R","R","Pinole Valley HS CA","California","40","High","","DKMEUGg70g4",""
"115","","","Austin Becker","RHP","18.8","6' 6""","185","R","R","Big Walnut HS OH","Vanderbilt","40","High","","brVk4S7CP_Y",""
"116","","KC/58","Jonathan Bowlan","RHP","21.5","6' 6""","262","R","R","Memphis","","40","Med","","",""
"117","","PIT/51","Braxton Ashcraft","RHP","18.7","6' 5""","195","L","R","Robinson HS TX","Baylor","40","High","","7afqKX8xrHQ",""
"118","","","Noah Davis","RHP","21.1","6' 2""","195","R","R","UC Santa Barbara","","40","High","","",""
"119","","MIA/89","Tristan Pompey","LF","21.2","6' 4""","200","S","R","Kentucky","","40","High","","",""
"120","","CIN/82","Bren Spillane","1B","21.7","6' 5""","210","R","R","Illinois","","40","Med","","",""
"121","","KC/182","Zack Haake","RHP","21.7","6' 4""","215","L","R","Kentucky","","40","High","","",""
"122","","","Elijah Cabell","RF","18.9","6' 2""","190","R","R","TNXL Academy HS FL","LSU","40","High","","kr7FwJH0oyY",""
"123","","MIN/184","Charles Mack","2B","18.6","5' 11""","190","L","R","Williamsville East HS NY","Clemson","40","Med","","",""
"124","","","Kerry Wright","RHP","17.7","6' 5""","235","R","R","Montverde Academy HS FL","Louisville","40","High","","",""
"125","","","Jack Neely","RHP","18.0","6' 9""","230","R","R","Churchill HS TX","Texas","40","High","","",""
"126","","","J.T. Schwartz","3B","18.5","6' 4""","200","L","R","Corona Del Mar HS CA","UCLA","40","High","","",""
"127","","","Blaze Alexander","SS","19.0","6' 1""","175","R","R","IMG Academy HS FL","South Carolina","40","High","","",""
"128","","","C.J. Willis","C","17.9","6' 3""","195","L","R","Ruston HS LA","LSU","40","High","","",""
"129","","NYM/110","Adam Hill","RHP","21.2","6' 5""","215","R","R","South Carolina","","40","Med","","UuB2qG_7BI",""
"130","","","Brandon Dieter","SS","18.5","6' 0""","170","R","R","South Hills HS CA","Stanford","40","Med","","6WYACquwOMI",""
"HS-P-1","","","Jonathan Childress","LHP","18.4","6' 4""","215","L","L","Forney HS TX","Texas A&M","35+","High","","BY4KA-7b0",""
"HS-P-2","","","Max Alba","RHP","18.9","6' 5""","190","L","R","Franklin HS WI","North Carolina","35+","High","","MPeLlL51090",""
"HS-P-3","","TB/150","Taj Bradley","RHP","17.2","6' 2""","185","R","R","Redan HS GA","South Carolina","35+","High","","wMO4_Eq4iH8",""
"HS-P-4","","HOU/66","Jayson Schroeder","RHP","18.6","6' 2""","200","R","R","Juanita HS WA","Washington","35+","High","","",""
"HS-P-5","","","Landon Marceaux","RHP","18.7","6' 0""","185","R","R","Destrehan HS LA","LSU","35+","High","","nWzycfnvo7g",""
"HS-P-6","","","Brandon Neeck","LHP","18.7","6' 0""","175","L","L","Greeley HS NY","Virginia","35+","High","","2ml_JkzFrfA",""
"HS-P-7","","","Garrett McDaniels","LHP","18.5","6' 2""","170","L","L","Pee Dee Academy HS SC","Coastal Carolina","35+","High","","3oI3LZbqzd0",""
"HS-P-8","","","Mason Montgomery","LHP","18.0","6' 3""","185","L","L","Leander HS TX","Texas Tech","35+","High","","",""
"HS-P-9","","","Jack Perkins","RHP","18.4","6' 1""","195","R","R","Kokomo HS IN","Louisville","35+","High","","i7hNQ3PpKuY",""
"HS-P-10","","","Mitchell Parker","LHP","18.7","6' 3""","195","L","L","Manzano HS NM","Tennessee","35+","High","","_HI2I8zi66o",""
"HS-P-11","","","Justin Wrobleski","LHP","17.9","6' 2""","182","L","L","Sequoyah HS GA","Clemson","35+","High","","AXSMTj3I_uo",""
"HS-P-12","","LA/134","Braydon Fisher","RHP","17.9","6' 4""","180","R","R","Clear Falls HS TX","Lamar","35+","High","","80c54YEZ9ds",""
"HS-P-13","","","Jaden Hill","RHP","18.5","6' 4""","195","L","R","Ashdown HS AR","LSU","35+","High","","",""
"HS-P-14","","","Nick Pogue","RHP","18.7","6' 5""","215","R","R","Eau Gallie HS FL","Florida","35","High","","d2I1AhjO1vk",""
"HS-P-15","","","Blake Burzell","RHP","18.6","6' 6""","205","R","R","Laguna Beach HS CA","Arizona State","35","High","","BEQh4-WprdI",""
"HS-P-16","","","Luke Bartnicki","LHP","18.4","6' 3""","210","L","L","Walton HS GA","Georgia Tech","35","High","","EBtMdEHejX4",""
"HS-P-17","","","Steven Hajjar","LHP","17.8","6' 4""","205","R","L","Central Catholic HS MA","Michigan","35","High","","IIe_YZ0jVwQ",""
"HS-P-18","","","Seth Halvorsen","RHP","18.3","6' 1""","198","R","R","Heritage Christian HS MN","Missouri","35","High","","Js5hGNynrno",""
"HS-P-19","","","Randy Abshier","LHP","18.6","6' 3""","157","L","L","Otay Ranch HS CA","Arizona","35","High","","kSHiLK6ya2c",""
"HS-P-20","","","Carter Raffield","RHP","18.3","6' 4""","215","R","R","Bleckley County HS GA","Clemson","35","High","","OdyNoaKFjWs",""
"HS-P-21","","","Rye Gunter","RHP","18.7","6' 5""","205","R","R","Coppell HS TX","LSU","35","High","","",""
"HS-P-22","","","Ethan Reed","RHP","18.5","6' 4""","195","R","R","Aliso Niguel HS CA","USC","35","High","","",""
"HS-P-23","","","Cole Henry","RHP","18.9","6' 4""","205","R","R","Florence HS AL","LSU","35","High","","pEZ7MPTU5V0",""
"HS-P-24","","","Ryan  Cusick","RHP","18.6","6' 6""","220","R","R","Avon Old Farms HS MA","Wake Forest","35","High","","XkdpgErpAaI",""
"HS-P-25","","","J.P. Gates","LHP","18.5","6' 1""","195","L","L","Nature Coast Tech HS FL","Miami","35","High","","gfVND3uqa9Q",""
"HS-P-26","","","Julian Tristan","RHP","19.3","6' 4""","195","R","R","Northwood HS CA","Santa Clara","35","High","","Gr7Rrq0fG10",""
"HS-P-27","","","Christian Scott","RHP","19.0","6' 4""","190","R","R","Calvary Christian HS FL","Florida","35","High","","dBuJZOueCtc",""
"HS-P-28","","","Cooper Stinson","RHP","18.8","6' 6""","250","R","R","Norcross HS GA","Duke","35","High","","40sN2bl98g8",""
"HS-P-29","","BAL/115","Drew Rom","LHP","18.5","6' 2""","185","L","L","Highlands HS KY","Michigan","35","High","","KtERgPxKQ4I",""
"HS-P-30","","TEX/119","Mason Englert","RHP","18.6","6' 4""","205","S","R","Forney HS TX","Texas A&M","35","High","","2OObrJgWlnE",""
"HS-P-31","","","Ty Madden","RHP","18.3","6' 3""","180","R","R","Cypress Ranch HS TX","Texas","35","High","","xiU0yDnIfgM",""
"HS-P-32","","","Justin Jarvis","RHP","18.3","6' 2""","170","R","R","Lake Norman HS NC","UNC Wilmington","35","High","","yR8BBe3LSV4",""
"HS-P-33","","ARI/249","Levi Kelly","RHP","19.1","6' 2""","205","R","R","IMG Academy HS FL","LSU","35","High","","FdnjEBV9DaM",""
"HS-H-1","","","Sean Guilbe","SS","18.5","6' 1""","190","R","R","Muhlenburg HS PA","Tennessee","35+","High","","vPFvp7QrEuE",""
"HS-H-2","","","Nick Northcut","3B","19.0","6' 1""","200","R","R","Mason HS OH","Vanderbilt","35+","Med","","HSB_vtldM_s",""
"HS-H-3","","CHC/77","Cole Roederer","CF","18.7","6' 0""","175","L","L","Hart HS CA","UCLA","35+","Med","","",""
"HS-H-4","","","John Malcom","1B","18.4","6' 4""","217","L","L","Detroit Country Day HS MI","Vanderbilt","35+","High","","pKnGFOoh6qE",""
"HS-H-5","","MIL/73","Micah Bello","CF","17.9","5' 11""","165","R","R","Hilo HS HI","St. Mary's","35+","Med","","",""
"HS-H-6","","","Cory Acton","3B","19.2","6' 1""","170","L","R","American Heritage HS FL","Florida","35+","Low","","--ryIYV9cJM",""
"HS-H-7","","","Vinny Tosti","RF","18.4","6' 1""","190","R","R","Mater Dei HS CA","Oregon","35+","Med","","8UccZrqF76M",""
"HS-H-8","","","Jacob Campbell","C","18.0","6' 0""","200","R","R","Craig HS WI","Illinois","35+","High","","",""
"HS-H-9","","TEX/149","Jayce Easley","SS","18.8","5' 10""","150","S","R","O'Connor HS AZ","Oregon State","35+","High","","xwmOqWB9Uj0",""
"HS-H-10","","CLE/193","Raynel Delgado","SS","18.2","6' 2""","180","S","R","Calvary Christian HS FL","Florida Int'l","35+","High","","",""
"HS-H-11","","","Henry Davis","C","18.7","6' 1""","185","R","R","Fox Lane HS NY","Louisville","35+","High","","",""
"HS-H-12","","","Kendrick Calilao","RF","18.3","6' 1""","195","R","R","The First Academy HS FL","Florida","35+","Med","","",""
"HS-H-13","","STL/95","Mateo Gil","SS","17.9","6' 2""","190","R","R","Timber Creek HS TX","TCU","35","High","","-ItgAsjYlao",""
"HS-H-14","","","Brandon Howlett","3B","18.7","6' 1""","205","R","R","George Jenkins HS FL","Florida State","35","High","","HydR1DauMag",""
"HS-H-15","","CHW/108","Lency Delgado","3B","19.0","6' 3""","230","R","R","Doral Academy HS FL","Florida Int'l","35","High","","",""
"HS-H-16","","","Jacen Roberson","CF","18.0","6' 1""","180","L","L","Garces Memorial HS CA","CSU Bakersfield","35","High","","",""
"HS-H-17","","TOR/176","Addison Barger","SS","18.6","6' 0""","175","L","R","King HS FL","Florida","35","Med","","",""
"HS-H-18","","","Bryce Bush","3B","18.5","6' 0""","205","R","R","De La Salle HS MI","Mississippi State","35","High","","k4ongaNcv1w",""
"HS-H-19","","","Preston Hartsell","RF","18.9","6' 0""","195","L","L","Corona Del Mar CA","USC","35","High","","Zv3yhonUeh4",""
"HS-H-20","","PHI/167","Logan Simmons","SS","18.1","6' 2""","185","R","R","Tatnall Square HS GA","Georgia Tech","35","High","","ka3N60dJS34",""
